Medicina,Peso,Indice PH
M3288,-4.587090065,1.047650544
M3289,-4.775919954,2.102357264
M3290,-4.27970152,1.066843734
M3291,-3.864606952,3.090212174
M3292,-3.321633053,2.656780125
M3293,-4.855250256,1.5686455
M3294,-3.765102253,3.651690106
M3295,-3.130811551,2.911485695
M3296,-3.230947813,2.682717729
M3297,-5.275557086,0.341799418
M3298,-3.414385612,0.987396795
M3299,-4.135013626,1.438175331
M3300,-2.894873817,1.737845052
M3301,-3.256558341,0.950758909
M3302,-4.279076597,2.524064494
M3303,-3.784461969,1.581830364
M3304,-3.591318797,1.867702559
M3305,-5.968942761,1.56116344
M3306,-4.491190578,1.929392494
M3307,-4.316357512,3.09774396
M3308,-4.915802938,0.535622847
M3309,-5.785894664,1.230828429
M3310,-3.327969994,1.623268308
M3311,-4.491028775,2.443791945
M3312,-3.062272528,1.181531888
M3313,-4.766592327,1.580175372
M3314,-3.237499364,2.562787009
M3315,-3.437242698,1.017652226
M3316,-3.552083964,2.838087188
M3317,-4.830398321,2.273742934
M3318,-4.142652515,2.455929929
M3319,-4.375950837,1.988088825
M3320,-4.767909389,1.202038433
M3321,-4.356020238,0.720377884
M3322,-5.296938993,2.122704561
M3323,-4.125915507,2.572445882
M3324,-4.157966603,2.579362169
M3325,-4.665093961,1.931163402
M3326,-3.490132851,3.318509153
M3327,-4.838878945,2.148022253
M3328,-4.198546548,1.677611672
M3329,-3.580069473,2.084178229
M3330,-3.829420873,1.507223883
M3331,-5.91790164,2.55002444
M3332,-4.617935072,3.245402219
M3333,-4.324882646,2.832068946
M3334,-4.442655777,2.198609292
M3335,-5.082372778,0.911357098
M3336,-4.034492983,1.490662695
M3337,-4.134104632,2.322435466
M3338,-2.976325497,1.93872002
M3339,-3.910224714,3.105948668
M3340,-3.435614886,2.528684863
M3341,-4.104317564,0.853045111
M3342,-5.460371544,2.506380738
M3343,-5.178623502,2.534887605
M3344,-4.601123135,3.400560176
M3345,-4.346983933,2.068260574
M3346,-3.538919167,2.210412244
M3347,-4.667564921,0.739672699
M3348,-4.503036289,1.631728722
M3349,-3.795318566,0.805160632
M3350,-4.449639666,1.881627984
M3351,-4.982735891,1.376419583
M3352,-4.44323275,0.969538271
M3353,-4.54422047,1.996411847
M3354,-3.44706832,1.327440031
M3355,-3.822449556,3.014224937
M3356,-3.563255085,3.781906823
M3357,-4.367797599,2.12212961
M3358,-2.306629866,2.22580824
M3359,-3.912718805,0.433324041
M3360,-4.735860836,3.197915244
M3361,-5.058884798,1.500939498
M3362,-3.921079852,2.312718844
M3363,-4.325312023,1.838961567
M3364,-5.081513466,2.274849587
M3365,-4.375852166,1.930886182
M3366,-5.302408619,2.104553726
M3367,-3.454066277,1.148754672
M3368,-2.445033288,2.106155844
M3369,-3.407809636,0.809303977
M3370,-4.258541747,1.91314676
M3371,-2.912283246,2.146071699
M3372,-3.767175795,1.777243509
M3373,-5.775195769,2.260575624
M3374,-4.115701804,2.707996272
M3375,-3.937039951,0.724801183
M3376,-3.550225551,0.835711461
M3377,-4.131420646,1.504179448
M3378,-3.061037465,2.342566195
M3379,-5.062716089,2.276562531
M3380,-2.03262923,1.715727396
M3381,-2.918236139,2.464083824
M3382,-4.19741863,3.663017865
M3383,-3.769586662,1.13676051
M3384,-4.698139281,1.323132056
M3385,-4.744604565,0.536003083
M3386,-3.939075698,2.106888596
M3387,-3.211468426,2.635834835
M3388,-3.259326754,1.702799338
M3389,-2.294800216,2.872039271
M3390,-4.260666341,1.814751396
M3391,-4.178410771,2.19496348
M3392,-6.187441019,2.811106744
M3393,-4.24683865,2.470330437
M3394,-3.883113327,2.252548089
M3395,-3.969813865,3.141181386
M3396,-4.518117295,1.26875319
M3397,-5.029925612,1.628201763
M3398,-4.32881248,2.236960653
M3399,-2.23956373,1.714365972
M3400,-4.74323767,1.548914662
M3401,-3.997868477,2.576305596
M3402,-4.926097409,1.593891954
M3403,-3.068374999,2.316049212
M3404,-3.370851186,1.853302983
M3405,-3.871726663,1.651358049
M3406,-4.038030874,2.365803338
M3407,-2.81690018,2.232878676
M3408,-3.537783341,0.421034348
M3409,-4.002825402,1.728754756
M3410,-3.890668024,1.137109526
M3411,-2.768812964,2.089516532
M3412,-3.604129295,1.426027625
M3413,-3.784912341,1.988672744
M3414,-3.545141811,3.002862365
M3415,-4.078872766,3.361402263
M3416,-4.789778413,2.63883669
M3417,-3.705913637,0.721504205
M3418,-5.297839747,3.173758946
M3419,-4.555318194,2.860057297
M3420,-3.153646047,2.202750475
M3421,-4.555662608,3.944377748
M3422,-3.78390986,1.631238352
M3423,-4.17221555,3.434946521
M3424,-3.778034593,1.114800542
M3425,-3.661120168,1.682214408
M3426,-4.400738718,1.0619564
M3427,-5.699654093,2.450091411
M3428,-3.183077805,2.29115406
M3429,-4.446336041,1.479025712
M3430,-3.772157339,0.874422936
M3431,-3.224348001,-0.158090868
M3432,-4.865920995,1.237102958
M3433,-2.995065752,0.852376577
M3434,-3.407067536,2.528866758
M3435,-3.90209593,2.861942176
M3436,-4.287031977,0.398269843
M3437,-3.035844,0.602089824
M3438,-3.643373248,1.616841464
M3439,-3.57413187,2.757869862
M3440,-1.845692601,3.002558597
M3441,-3.556290158,3.176378462
M3442,-3.058785239,1.682887604
M3443,-4.04054735,1.473909042
M3444,-2.558187561,1.172995005
M3445,-4.076077986,2.440744
M3446,-4.795995121,2.611839136
M3447,-4.013314467,0.77588368
M3448,-5.37283762,1.888138575
M3449,-2.993923402,1.574953812
M3450,-4.947324675,2.481726825
M3451,-3.77468403,2.915111347
M3452,-3.268520432,2.959609846
M3453,-3.613801874,2.389992541
M3454,-3.701159514,1.665025785
M3455,-4.691581136,1.617875452
M3456,-4.044040418,1.060531756
M3457,-3.255679134,2.931478232
M3458,-4.610864636,1.281313674
M3459,-4.988558245,0.442126953
M3460,-4.558933411,1.338390344
M3461,-3.316447173,3.160844478
M3462,-4.21965249,2.202265219
M3463,-3.821703126,1.7065932
M3464,-5.395867629,2.163438334
M3465,-4.61810501,2.3107514
M3466,-4.559584408,2.350357495
M3467,-5.012744298,1.85577433
M3468,-3.060825179,3.827538116
M3469,-3.168084463,2.846586544
M3470,-5.253773262,0.018442752
M3471,-3.800105041,1.23886931
M3472,-4.7724421,1.97400686
M3473,-4.132596542,2.397742457
M3474,-3.963456976,1.772199132
M3475,-2.632355867,1.963308315
M3476,-3.70365084,1.740067752
M3477,-4.525162484,0.946907364
M3478,-3.334893534,3.703809097
M3479,-3.299199319,1.843101821
M3480,-3.889353614,3.859726141
M3481,-2.206214853,1.28782479
M3482,-4.133413348,1.79425202
M3483,-4.367237132,0.952926994
M3484,-3.563045236,1.315516949
M3485,-5.041842239,2.721630199
M3486,-4.329219215,2.604611986
M3487,-4.43206214,1.299622202
M3488,-2.906824066,2.120768299
M3489,-3.434520642,1.647683965
M3490,-3.513943827,2.662116827
M3491,-3.264147671,1.38454025
M3492,-3.280485378,3.244620784
M3493,-3.973826097,0.759718907
M3494,-5.132685579,2.232596813
M3495,-5.344688168,0.789580255
M3496,-3.969775052,1.419477188
M3497,-2.669230031,1.139513071
M3498,-3.335200245,3.239054043
M3499,-3.161876288,1.86998327
M3500,-2.564945933,2.260656638
